,onset,trial_type,duration
1,3.132454714934967,go,1.0
4,5.267961722563559,go,1.0
7,7.323984451771401,go,1.0
10,9.504985076940727,go,1.0
13,12.170292889530161,nogo,1.0
16,16.130943946051346,go,1.0
19,18.660140986756048,nogo,1.0
22,21.003009950720223,go,1.0
25,23.17375625839055,go,1.0
28,25.829198712713303,go,1.0
31,28.071142548636708,go,1.0
34,30.565591573721264,go,1.0
37,32.864366794820285,go,1.0
40,34.86533872524032,go,1.0
43,37.09504498382243,go,1.0
46,39.7017043104539,nogo,1.0
49,42.35770877166368,go,1.0
52,44.35995510000266,go,1.0
55,46.363832990508705,go,1.0
58,49.06974416259372,go,1.0
61,51.60400872577573,go,1.0
64,53.972016955202214,go,1.0
67,57.12627860334535,nogo,1.0
70,59.20032559529834,go,1.0
73,61.30220609729108,go,1.0
76,63.638870920466836,go,1.0
79,66.04213127868105,go,1.0
82,68.30778201924322,go,1.0
85,70.33441624934763,go,1.0
88,72.97804234099776,go,1.0
91,75.09679954498438,go,1.0
94,77.94550796892437,go,1.0
97,80.79921763062084,go,1.0
100,82.85624905721295,go,1.0
103,84.9250092158684,go,1.0
106,86.94872092486406,go,1.0
109,89.13426009854352,go,1.0
112,91.26213594246275,go,1.0
115,93.55251101943924,nogo,1.0
118,96.11297313945005,go,1.0
121,100.58512419169524,go,1.0
124,102.71640031302516,nogo,1.0
127,104.72091159039951,go,1.0
130,107.17436641396448,go,1.0
133,109.24107667241779,go,1.0
136,112.30209639886789,go,1.0
139,117.23085353055104,go,1.0
142,119.56530382350542,nogo,1.0
145,122.03734159622798,go,1.0
148,125.82799396062096,go,1.0
151,128.09767473311717,go,1.0
154,130.20062090040403,go,1.0
157,133.17490542472922,go,1.0
160,136.0089672908802,go,1.0
163,138.19966055915765,go,1.0
166,140.48793753153586,go,1.0
169,142.89991469466295,nogo,1.0
172,144.90132633899674,go,1.0
175,147.1878115263332,go,1.0
178,149.33819264224954,go,1.0
181,151.95258646660173,go,1.0
184,153.95916056856274,go,1.0
187,157.42603715880475,nogo,1.0
190,164.92603715880475,break_message,4.0
193,175.90184662073887,go,1.0
196,178.1131297366678,go,1.0
199,180.17164362213944,go,1.0
202,183.28341839991504,go,1.0
205,185.45170792575044,nogo,1.0
208,188.38496962289162,nogo,1.0
211,191.12475199736036,go,1.0
214,193.4421726379096,go,1.0
217,195.64362825107392,go,1.0
220,197.82630404274838,go,1.0
223,200.25303837058328,go,1.0
226,202.60521774972622,go,1.0
229,206.10379558007162,go,1.0
232,208.28460299745862,go,1.0
235,210.5649750323988,go,1.0
238,214.83684749485477,go,1.0
241,218.39663151329574,go,1.0
244,220.57311669729685,nogo,1.0
247,222.77970657625724,nogo,1.0
250,224.80044103717293,go,1.0
253,227.19017226451444,nogo,1.0
256,229.81201809236518,go,1.0
259,231.97156079915754,go,1.0
262,234.59750442881204,go,1.0
265,237.79656347722369,go,1.0
268,241.05499695277916,go,1.0
271,243.28342362713855,go,1.0
274,247.24421517963196,nogo,1.0
277,249.64859561748483,nogo,1.0
280,252.07235945398975,go,1.0
283,254.52083297578235,go,1.0
286,256.80441595161983,go,1.0
289,259.03937966481254,go,1.0
292,261.30837235431943,go,1.0
295,263.4193129323007,go,1.0
298,265.4536994405667,go,1.0
301,267.5714866113973,go,1.0
304,271.2956451636565,go,1.0
307,273.4322842215601,go,1.0
310,275.64442001485753,go,1.0
313,278.1478277673071,go,1.0
316,280.4145914738107,go,1.0
319,284.6224149692324,go,1.0
322,286.72160040543366,go,1.0
325,289.3079670769166,go,1.0
328,291.3697301767753,go,1.0
331,293.42173521637517,go,1.0
334,296.1371785429763,go,1.0
337,298.2641389084736,nogo,1.0
340,300.5700300620626,go,1.0
343,302.57502837679226,nogo,1.0
346,304.9068526932696,go,1.0
349,307.1225004737017,go,1.0
352,309.24881516672224,go,1.0
355,312.34287591304474,go,1.0
358,314.5288915540055,go,1.0
361,316.60786222661613,go,1.0
364,318.766999819382,go,1.0
367,321.00245536813145,go,1.0
370,323.1199095957502,go,1.0
373,325.28072624010304,go,1.0
376,327.3600151946391,go,1.0
379,329.42496371708654,go,1.0
382,336.92496371708654,break_message,4.0
385,348.4207381972187,go,1.0
388,350.9554017322847,go,1.0
391,352.96395795023994,go,1.0
394,355.08732722860566,nogo,1.0
397,357.69053626902894,nogo,1.0
400,359.80764818171593,go,1.0
403,362.00627298283234,go,1.0
406,364.2677123264389,go,1.0
409,366.34521694096145,nogo,1.0
412,368.4843348233893,go,1.0
415,370.905971743898,go,1.0
418,373.60446871683666,go,1.0
421,375.9081927327123,nogo,1.0
424,378.56443694372547,go,1.0
427,380.95068484178785,go,1.0
430,383.0373865299733,go,1.0
433,385.1023075724717,go,1.0
436,387.2613078493795,go,1.0
439,389.52537614575175,nogo,1.0
442,391.8895545772582,go,1.0
445,394.62215567108683,go,1.0
448,397.17168989786506,go,1.0
451,399.2681512238312,go,1.0
454,401.29306606786787,go,1.0
457,404.1890159053472,go,1.0
460,406.8317169357671,go,1.0
463,408.9144968145973,go,1.0
466,410.9699128461319,go,1.0
469,413.4704800630275,go,1.0
472,415.8003994731615,go,1.0
475,419.42509420975574,go,1.0
478,421.87400384346034,go,1.0
481,424.74226938923925,go,1.0
484,427.2508719489692,go,1.0
487,430.0834756610152,go,1.0
490,432.102151776723,go,1.0
493,434.9300185362032,go,1.0
496,437.20885991465923,go,1.0
499,439.4108134343137,nogo,1.0
502,441.78629163131853,go,1.0
505,443.92015113901795,go,1.0
508,446.1881403238965,go,1.0
511,448.27701194042805,nogo,1.0
514,450.8948182931249,go,1.0
517,453.5343329260885,go,1.0
520,455.62236008259856,go,1.0
523,457.96895926826346,go,1.0
526,460.30207790587434,go,1.0
529,462.99699469004366,go,1.0
532,465.0333780754919,go,1.0
535,468.1634942623522,nogo,1.0
538,470.96281918575806,go,1.0
541,473.11798517149975,nogo,1.0
544,475.12914591115435,go,1.0
547,477.3251917287761,go,1.0
550,479.60957453894395,go,1.0
553,482.441427565118,go,1.0
556,484.5773839502451,go,1.0
559,486.75722573665337,go,1.0
562,489.04952806441554,go,1.0
565,491.1523771698967,go,1.0
568,493.34425105125945,go,1.0
571,495.45669822033557,go,1.0
574,502.95669822033557,break_message,4.0
