,eff_go,eff_nogo,eff_nogo-go,eff_task,vif_go,vif_nogo,vif_nogo-go,vif_task,scan_length,kao_measure,prob_runs_gte_2,run_num_diff_from_avg,prob_next_given_last1,prob_next_given_last2,pred_second_half_from_first
88337,2.932010953175673,1.889803897493176,2.7748642171511104,2.898427721463336,2.873711645034637,1.7212602583436498,1.0815101457825091,4.4064382903933295,528.6761759764465,7.9591836734694095,0.5333333333333333,17.170399999999997,0.8633540372670807,0.8636363636363636,0.0
53204,2.933014923399992,1.7895880077304605,2.656692818757073,2.8108441914172166,2.839397922193421,1.7384342220912563,1.0452667410608307,4.493082181511744,526.4732419749892,6.040816326530573,0.5319148936170212,15.743999999999998,0.8571428571428571,0.9130434782608696,0.0
29911,3.061845871513556,1.7410169595984009,2.654274153728108,2.806616154072433,2.7641569410329176,1.785866591043813,1.0607830274235248,4.452610985335427,524.6671707210346,6.285714285714255,0.5106382978723404,17.961799999999997,0.8571428571428571,1.0,0.0
58200,3.2534615134066,1.7583949832958126,2.6934523688631664,2.8967454276441904,2.873907416168283,1.7508216336288227,1.0844333657844996,4.228997687140254,526.9566982203355,9.999999999999964,0.5106382978723404,16.6748,0.8571428571428571,1.0,0.0
18175,3.024407832874064,1.6301716696586033,2.5818006473517587,2.665201595327896,2.758563425426362,1.7987272267779095,1.0646328186841478,4.4514234123292535,529.2310288999378,5.020408163265271,0.4893617021276593,17.3516,0.8571428571428571,1.0,0.0
