,onset,trial_type,duration
1,1.6811288900138868,cue_a,0.5
2,2.1811288900138868,delay,1.5
3,3.6811288900138868,stim_ax,1.0
6,5.9099909210285775,cue_a,0.5
7,6.4099909210285775,delay,3.0
8,9.409990921028577,stim_ay,1.0
11,11.520576645121404,cue_a,0.5
12,12.020576645121404,delay,4.5
13,16.520576645121402,stim_ax,1.0
16,18.934274273772903,cue_b,0.5
17,19.434274273772903,delay,3.0
18,22.434274273772903,stim_by,1.0
21,25.16923309552515,cue_b,0.5
22,25.66923309552515,delay,1.5
23,27.16923309552515,stim_bx,1.0
26,29.201841784500193,cue_a,0.5
27,29.701841784500193,delay,4.5
28,34.20184178450019,stim_ax,1.0
31,36.41900232720989,cue_a,0.5
32,36.91900232720989,delay,1.5
33,38.41900232720989,stim_ax,1.0
36,40.79450702820642,cue_a,0.5
37,41.29450702820642,delay,4.5
38,45.79450702820642,stim_ax,1.0
41,47.87475419484762,cue_a,0.5
42,48.37475419484762,delay,3.0
43,51.37475419484762,stim_ax,1.0
46,53.79468103924076,cue_a,0.5
47,54.29468103924076,delay,3.0
48,57.29468103924076,stim_ay,1.0
51,59.35404201357113,cue_b,0.5
52,59.85404201357113,delay,4.5
53,64.35404201357113,stim_bx,1.0
56,66.5245182504878,cue_b,0.5
57,67.0245182504878,delay,3.0
58,70.0245182504878,stim_bx,1.0
61,72.21238069554803,cue_b,0.5
62,72.71238069554803,delay,1.5
63,74.21238069554803,stim_bx,1.0
66,76.39729870791223,cue_a,0.5
67,76.89729870791223,delay,4.5
68,81.39729870791223,stim_ax,1.0
71,84.19640814494646,cue_b,0.5
72,84.69640814494646,delay,3.0
73,87.69640814494646,stim_by,1.0
76,89.87659636100419,cue_a,0.5
77,90.37659636100419,delay,1.5
78,91.87659636100419,stim_ax,1.0
81,93.88678186145349,cue_a,0.5
82,94.38678186145349,delay,3.0
83,97.38678186145349,stim_ay,1.0
86,99.4176514496509,cue_a,0.5
87,99.9176514496509,delay,4.5
88,104.4176514496509,stim_ax,1.0
91,106.68019936909042,cue_b,0.5
92,107.18019936909042,delay,4.5
93,111.68019936909042,stim_bx,1.0
96,113.85942442013625,cue_a,0.5
97,114.35942442013625,delay,4.5
98,118.85942442013625,stim_ax,1.0
101,121.20733447759937,cue_b,0.5
102,121.70733447759937,delay,1.5
103,123.20733447759937,stim_by,1.0
106,125.46596679294804,cue_a,0.5
107,125.96596679294804,delay,4.5
108,130.46596679294805,stim_ay,1.0
111,133.1084657714824,cue_b,0.5
112,133.6084657714824,delay,3.0
113,136.6084657714824,stim_by,1.0
116,138.8734954918784,cue_b,0.5
117,139.3734954918784,delay,4.5
118,143.8734954918784,stim_by,1.0
121,145.90001720854067,cue_a,0.5
122,146.40001720854067,delay,3.0
123,149.40001720854067,stim_ax,1.0
126,151.84394130033758,cue_b,0.5
127,152.34394130033758,delay,1.5
128,153.84394130033758,stim_by,1.0
131,155.92854761112207,cue_a,0.5
132,156.42854761112207,delay,3.0
133,159.42854761112207,stim_ay,1.0
136,162.1398364874814,cue_b,0.5
137,162.6398364874814,delay,4.5
138,167.1398364874814,stim_by,1.0
141,169.6183809393105,cue_a,0.5
142,170.1183809393105,delay,4.5
143,174.6183809393105,stim_ay,1.0
146,177.67961138097687,cue_a,0.5
147,178.17961138097687,delay,4.5
148,182.67961138097687,stim_ay,1.0
151,184.8181558999568,cue_a,0.5
152,185.3181558999568,delay,1.5
153,186.8181558999568,stim_ax,1.0
156,189.63521221879336,cue_b,0.5
157,190.13521221879336,delay,4.5
158,194.63521221879336,stim_bx,1.0
161,199.21351372001402,cue_a,0.5
162,199.71351372001402,delay,3.0
163,202.71351372001402,stim_ax,1.0
166,204.75654831009018,cue_a,0.5
167,205.25654831009018,delay,4.5
168,209.75654831009018,stim_ax,1.0
171,212.03145835142078,cue_b,0.5
172,212.53145835142078,delay,1.5
173,214.03145835142078,stim_by,1.0
176,216.16221400451127,cue_a,0.5
177,216.66221400451127,delay,3.0
178,219.66221400451127,stim_ax,1.0
181,222.8690464922504,cue_a,0.5
182,223.3690464922504,delay,3.0
183,226.3690464922504,stim_ax,1.0
186,228.38295409420732,cue_b,0.5
187,228.88295409420732,delay,1.5
188,230.38295409420732,stim_bx,1.0
191,232.50763728732218,cue_a,0.5
192,233.00763728732218,delay,1.5
193,234.50763728732218,stim_ax,1.0
196,236.57733378427267,cue_a,0.5
197,237.07733378427267,delay,1.5
198,238.57733378427267,stim_ay,1.0
201,240.73317161392868,cue_a,0.5
202,241.23317161392868,delay,3.0
203,244.23317161392868,stim_ax,1.0
206,248.39484146837324,cue_a,0.5
207,248.89484146837324,delay,1.5
208,250.39484146837324,stim_ax,1.0
211,252.87237505757355,cue_b,0.5
212,253.37237505757355,delay,1.5
