,onset,trial_type,duration
1,0.9907782287480527,cue_a,0.5
2,1.4907782287480527,delay,3.0
3,4.490778228748052,stim_ax,1.0
6,6.703444016644514,cue_a,0.5
7,7.203444016644514,delay,3.0
8,10.203444016644514,stim_ay,1.0
11,13.145763070579601,cue_a,0.5
12,13.645763070579601,delay,1.5
13,15.145763070579601,stim_ax,1.0
16,18.59366272279879,cue_b,0.5
17,19.09366272279879,delay,3.0
18,22.09366272279879,stim_bx,1.0
21,24.79339800537473,cue_b,0.5
22,25.29339800537473,delay,1.5
23,26.79339800537473,stim_by,1.0
26,28.998015480271924,cue_b,0.5
27,29.498015480271924,delay,1.5
28,30.998015480271924,stim_by,1.0
31,33.67851298274612,cue_a,0.5
32,34.17851298274612,delay,4.5
33,38.67851298274612,stim_ax,1.0
36,40.86166685734707,cue_b,0.5
37,41.36166685734707,delay,3.0
38,44.36166685734707,stim_by,1.0
41,47.08227000729402,cue_a,0.5
42,47.58227000729402,delay,4.5
43,52.08227000729402,stim_ay,1.0
46,54.830749965717644,cue_a,0.5
47,55.330749965717644,delay,4.5
48,59.830749965717644,stim_ax,1.0
51,61.90078280640901,cue_a,0.5
52,62.40078280640901,delay,4.5
53,66.90078280640901,stim_ax,1.0
56,69.33707570385317,cue_b,0.5
57,69.83707570385317,delay,4.5
58,74.33707570385317,stim_bx,1.0
61,76.94225687113958,cue_a,0.5
62,77.44225687113958,delay,4.5
63,81.94225687113958,stim_ax,1.0
66,84.03473922969607,cue_a,0.5
67,84.53473922969607,delay,4.5
68,89.03473922969607,stim_ay,1.0
71,91.65954721435742,cue_b,0.5
72,92.15954721435742,delay,1.5
73,93.65954721435742,stim_by,1.0
76,95.92356541541413,cue_a,0.5
77,96.42356541541413,delay,3.0
78,99.42356541541413,stim_ax,1.0
81,101.55363391230918,cue_a,0.5
82,102.05363391230918,delay,1.5
83,103.55363391230918,stim_ax,1.0
86,106.29861939706558,cue_b,0.5
87,106.79861939706558,delay,3.0
88,109.79861939706558,stim_by,1.0
91,112.30356393686428,cue_b,0.5
92,112.80356393686428,delay,4.5
93,117.30356393686428,stim_bx,1.0
96,119.70690586535325,cue_b,0.5
97,120.20690586535325,delay,3.0
98,123.20690586535325,stim_bx,1.0
101,126.1864098004351,cue_a,0.5
102,126.6864098004351,delay,3.0
103,129.68640980043511,stim_ax,1.0
106,132.93082548048125,cue_b,0.5
107,133.43082548048125,delay,1.5
108,134.93082548048125,stim_bx,1.0
111,136.9898066521725,cue_b,0.5
112,137.4898066521725,delay,1.5
113,138.9898066521725,stim_by,1.0
116,141.15157927345572,cue_a,0.5
117,141.65157927345572,delay,3.0
118,144.65157927345572,stim_ay,1.0
121,148.8399552249681,cue_b,0.5
122,149.3399552249681,delay,3.0
123,152.3399552249681,stim_by,1.0
126,155.86100463615483,cue_b,0.5
127,156.36100463615483,delay,1.5
128,157.86100463615483,stim_bx,1.0
131,160.0092220760946,cue_a,0.5
132,160.5092220760946,delay,3.0
133,163.5092220760946,stim_ax,1.0
136,165.8075717974021,cue_a,0.5
137,166.3075717974021,delay,1.5
138,167.8075717974021,stim_ax,1.0
141,170.2462978641751,cue_b,0.5
142,170.7462978641751,delay,4.5
143,175.2462978641751,stim_bx,1.0
146,177.3701394465994,cue_a,0.5
147,177.8701394465994,delay,1.5
148,179.3701394465994,stim_ax,1.0
151,181.65645185861752,cue_a,0.5
152,182.15645185861752,delay,4.5
153,186.65645185861752,stim_ay,1.0
156,188.66962812366623,cue_b,0.5
157,189.16962812366623,delay,1.5
158,190.66962812366623,stim_by,1.0
161,193.28074511063804,cue_a,0.5
162,193.78074511063804,delay,1.5
163,195.28074511063804,stim_ax,1.0
166,197.37777249772918,cue_a,0.5
167,197.87777249772918,delay,1.5
168,199.37777249772918,stim_ay,1.0
171,202.09793701722015,cue_b,0.5
172,202.59793701722015,delay,3.0
173,205.59793701722015,stim_bx,1.0
176,207.69039784014524,cue_b,0.5
177,208.19039784014524,delay,4.5
178,212.69039784014524,stim_bx,1.0
181,214.9344149408814,cue_a,0.5
182,215.4344149408814,delay,4.5
183,219.9344149408814,stim_ax,1.0
186,222.2314027062472,cue_a,0.5
187,222.7314027062472,delay,4.5
188,227.2314027062472,stim_ay,1.0
191,229.7108803165828,cue_a,0.5
192,230.2108803165828,delay,4.5
193,234.7108803165828,stim_ax,1.0
196,237.42097187273052,cue_b,0.5
197,237.92097187273052,delay,1.5
198,239.42097187273052,stim_by,1.0
201,243.03996238673594,cue_a,0.5
202,243.53996238673594,delay,3.0
203,246.53996238673594,stim_ax,1.0
206,248.7671512684934,cue_a,0.5
207,249.2671512684934,delay,4.5
208,253.7671512684934,stim_ax,1.0
211,256.49683455121755,cue_a,0.5
212,256.99683455121755,delay,1.5
213,258.49683455121755,stim_ax,1.0
216,260.65709967221505,cue_b,0.5
217,261.15709967221505,delay,4.5
218,265.65709967221505,stim_bx,1.0
221,268.4595677140337,cue_a,0.5
222,268.9595677140337,delay,3.0
223,271.9595677140337,stim_ax,1.0
226,274.0477990722892,cue_b,0.5
227,274.5477990722892,delay,3.0
228,277.5477990722892,stim_by,1.0
231,280.3463211867218,cue_a,0.5
232,280.8463211867218,delay,3.0
233,283.8463211867218,stim_ay,1.0
236,285.89862620443364,cue_a,0.5
237,286.39862620443364,delay,1.5
238,287.89862620443364,stim_ay,1.0
241,290.32101725292745,cue_a,0.5
242,290.82101725292745,delay,3.0
243,293.82101725292745,stim_ay,1.0
246,295.91630597739936,cue_a,0.5
247,296.41630597739936,delay,3.0
248,299.41630597739936,stim_ax,1.0
251,306.91630597739936,break_message,4.0
254,317.8303742648047,cue_b,0.5
255,318.3303742648047,delay,4.5
256,322.8303742648047,stim_bx,1.0
259,324.85519052321496,cue_b,0.5
260,325.35519052321496,delay,1.5
261,326.85519052321496,stim_by,1.0
264,328.98358327868795,cue_b,0.5
265,329.48358327868795,delay,3.0
266,332.48358327868795,stim_bx,1.0
269,334.4845134058697,cue_a,0.5
270,334.9845134058697,delay,1.5
271,336.4845134058697,stim_ay,1.0
274,338.79840936531116,cue_b,0.5
275,339.29840936531116,delay,1.5
276,340.79840936531116,stim_bx,1.0
279,343.5724974484267,cue_b,0.5
280,344.0724974484267,delay,4.5
281,348.5724974484267,stim_by,1.0
284,350.6532120467162,cue_b,0.5
285,351.1532120467162,delay,3.0
286,354.1532120467162,stim_by,1.0
289,357.52891589015735,cue_a,0.5
290,358.02891589015735,delay,1.5
291,359.52891589015735,stim_ay,1.0
294,361.92549439758056,cue_a,0.5
295,362.42549439758056,delay,3.0
296,365.42549439758056,stim_ax,1.0
299,367.8844409704013,cue_b,0.5
300,368.3844409704013,delay,1.5
301,369.8844409704013,stim_bx,1.0
304,372.44808485478853,cue_a,0.5
305,372.94808485478853,delay,3.0
306,375.94808485478853,stim_ax,1.0
309,377.99419200439775,cue_a,0.5
310,378.49419200439775,delay,3.0
311,381.49419200439775,stim_ax,1.0
314,386.3533581147986,cue_a,0.5
315,386.8533581147986,delay,1.5
316,388.3533581147986,stim_ax,1.0
319,391.2997031392351,cue_b,0.5
320,391.7997031392351,delay,4.5
321,396.2997031392351,stim_by,1.0
324,398.8842378561972,cue_a,0.5
325,399.3842378561972,delay,4.5
326,403.8842378561972,stim_ax,1.0
329,406.27344356951227,cue_a,0.5
330,406.77344356951227,delay,1.5
331,408.27344356951227,stim_ax,1.0
334,410.58806941709685,cue_b,0.5
335,411.08806941709685,delay,3.0
336,414.08806941709685,stim_bx,1.0
339,416.1506037116979,cue_a,0.5
340,416.6506037116979,delay,3.0
341,419.6506037116979,stim_ax,1.0
344,422.38185974214787,cue_b,0.5
