,eff_double_400-no_cue_400,eff_valid_400-double_400,eff_invalid_400-double_400,vif_double_400-no_cue_400,vif_valid_400-double_400,vif_invalid_400-double_400,scan_length,kao_measure,prob_runs_gte_2,run_num_diff_from_avg,prob_next_given_last1,prob_next_given_last2,pred_second_half_from_first
18978,8.47436923783864,7.870437850881294,3.3910423140959813,1.0720312296903496,1.0651046076165982,1.0535033354070524,707.5416536296146,82.61111111111111,0.2679738562091503,19.7616,0.3888888888888889,0.6666666666666666,0.0
55948,8.514584205115957,7.380171729632862,3.805383794182571,1.0926142041618463,1.1028859682750771,1.0596593627950075,704.1878873732023,85.55555555555556,0.2597402597402597,24.557199999999995,0.3962264150943396,0.6666666666666666,0.0
47598,9.159626976124896,7.672478912479859,3.668886608131006,1.0551952450311122,1.0900245766979966,1.068594656315628,704.7699825917559,87.40277777777777,0.2516129032258064,18.839600000000004,0.4074074074074074,0.6,0.0
67601,8.634721188276014,7.741938245528921,3.4009596604331382,1.0850602337837996,1.0696164058862283,1.0748998681365094,706.1521619411245,65.79166666666667,0.2611464968152866,15.981800000000003,0.3962264150943396,0.6666666666666666,0.0
34930,8.67616212695701,7.810006064461346,3.490129414915655,1.0549977723424564,1.0857348972456249,1.0595483303263034,703.3236267273862,88.5,0.2628205128205128,13.351600000000005,0.3888888888888889,0.6153846153846154,0.0
