,onset,trial_type,duration
1,0.8315708745937334,stop,1.0
4,2.885374075033738,go,1.0
7,5.219722669975975,go,1.0
10,7.394373615003554,stop,1.0
13,9.670933257657602,go,1.0
16,11.767707491993468,stop,1.0
19,14.227627641412957,go,1.0
22,16.346251594384434,stop,1.0
25,18.472558842544796,stop,1.0
28,20.72628651933033,go,1.0
31,23.139504406364956,go,1.0
34,25.33005575625477,go,1.0
37,28.397048581389225,stop,1.0
40,31.442239036246722,go,1.0
43,34.180089577970676,go,1.0
46,36.57316885380389,stop,1.0
49,38.73420870947904,stop,1.0
52,41.12856020497798,go,1.0
55,43.18679387229972,go,1.0
58,47.5823052754507,go,1.0
61,50.01571620352874,stop,1.0
64,52.156546424224736,go,1.0
67,54.474143945063865,go,1.0
70,56.96282437611601,go,1.0
73,59.20808383763294,stop,1.0
76,61.941893348459814,go,1.0
79,64.23726716507703,stop,1.0
82,67.01785189704253,go,1.0
85,70.06792623583374,go,1.0
88,72.22071683152821,go,1.0
91,75.00001404651738,go,1.0
94,77.38732381299073,go,1.0
97,79.86444005515676,go,1.0
100,81.94497899895899,stop,1.0
103,84.41622463754828,stop,1.0
106,86.43540666246093,go,1.0
109,89.17936577899466,go,1.0
112,91.560650659954,go,1.0
115,93.67235176682317,go,1.0
118,97.25445006172116,go,1.0
121,99.33384569960315,stop,1.0
124,102.17272901736547,stop,1.0
127,104.56598052469036,stop,1.0
130,106.85020409733991,stop,1.0
133,109.83970801965997,stop,1.0
136,112.34313164705553,go,1.0
139,117.42216472139779,stop,1.0
142,119.73290317736037,go,1.0
145,121.79061233340722,go,1.0
148,123.88064398588085,go,1.0
151,125.91255449292841,go,1.0
154,128.07175057867894,go,1.0
157,130.1835027510836,go,1.0
160,132.38982068703325,go,1.0
163,134.5141595675482,stop,1.0
166,136.89067377756845,go,1.0
169,138.933714301432,go,1.0
172,141.40290182528076,go,1.0
175,143.95342405639352,go,1.0
178,146.0369655288604,go,1.0
181,153.5369655288604,break_message,4.0
184,164.16183372346484,stop,1.0
187,166.63940494924765,go,1.0
190,168.79794123952777,go,1.0
193,171.41640928863072,go,1.0
196,174.15815893649605,stop,1.0
