,onset,trial_type,duration
1,2.570083976457404,emc,16.0
9,18.570083976457404,recall,5.0
11,25.779019721116747,emc,16.0
19,41.77901972111675,recall,5.0
21,54.842964238868774,emc,16.0
29,70.84296423886877,recall,5.0
31,79.6247310304816,emc,16.0
39,95.6247310304816,recall,5.0
41,108.56242509698295,emc,16.0
49,124.56242509698295,recall,5.0
51,132.2055030903427,emc,16.0
59,148.2055030903427,recall,5.0
61,155.53415180469628,emc,16.0
69,171.53415180469628,recall,5.0
71,178.75001808107592,emc,16.0
79,194.75001808107592,recall,5.0
81,205.75001808107592,break_message,4.0
84,218.84581961501564,emc,16.0
92,234.84581961501564,recall,5.0
94,243.14532269870634,emc,16.0
102,259.1453226987063,recall,5.0
104,276.64395603340796,emc,16.0
112,292.64395603340796,recall,5.0
114,301.3203039658842,emc,16.0
122,317.3203039658842,recall,5.0
124,325.14874980407836,emc,16.0
132,341.14874980407836,recall,5.0
134,349.47712308251533,emc,16.0
142,365.47712308251533,recall,5.0
144,383.0660795811375,emc,16.0
152,399.0660795811375,recall,5.0
154,411.9344671902577,emc,16.0
162,427.9344671902577,recall,5.0
164,438.9344671902577,break_message,4.0
167,455.2714573284362,emc,16.0
175,471.2714573284362,recall,5.0
177,478.30042524994457,emc,16.0
185,494.30042524994457,recall,5.0
187,503.84182679771317,emc,16.0
195,519.8418267977131,recall,5.0
197,528.532358573776,emc,16.0
205,544.532358573776,recall,5.0
207,551.798139230874,emc,16.0
215,567.798139230874,recall,5.0
217,575.3260136934065,emc,16.0
225,591.3260136934065,recall,5.0
227,606.51304465104,emc,16.0
235,622.51304465104,recall,5.0
237,629.7194545065566,emc,16.0
245,645.7194545065566,recall,5.0
247,656.7194545065566,break_message,4.0
